file,status,variant,rank,layers,width,microbatch,liger,optimizer_implementation,step_ms,tokens_per_second,peak_allocated_gib,parameters,initialization_ms,commit
base-dense-r0.5-mb4-native-reference-s42.json,complete,dense,0.5,12,1024,4,False,reference,316.6980352252722,103467.64649045156,5.437658786773682,257188864,106.30533844232559,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.25-mb1-native-grouped-s42.json,complete,A,0.25,24,1024,1,False,grouped,708.5140012204647,46248.91525194564,3.689436435699463,236471776,691.3687735795975,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.25-mb16-native-grouped-s42.json,complete,A,0.25,24,1024,16,False,grouped,363.5054510086775,90144.45287995774,10.973231792449951,236471776,751.5156865119934,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.25-mb32-liger-grouped-s42.json,complete,A,0.25,24,1024,32,True,grouped,377.59794294834137,86780.13403903838,3.018705368041992,236471776,3660.2773778140545,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.25-mb32-native-grouped-s42.json,complete,A,0.25,24,1024,32,False,grouped,345.2142644673586,94920.78435634804,17.855589866638184,236471776,698.8500244915485,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.25-mb4-native-grouped-s42.json,complete,A,0.25,24,1024,4,False,grouped,431.3623867928982,75963.97139835043,5.147078037261963,236471776,711.4926688373089,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.5-mb1-native-grouped-s42.json,complete,A,0.5,24,1024,1,False,grouped,1249.004527926445,26235.293479974396,5.836648941040039,408405472,1012.8641836345196,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.5-mb16-native-grouped-s42.json,complete,A,0.5,24,1024,16,False,grouped,817.5564389675856,40080.413399844496,12.961818218231201,408405472,1002.6602856814861,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.5-mb32-liger-grouped-s42.json,complete,A,0.5,24,1024,32,True,grouped,828.0455637723207,39572.701711575064,4.850589275360107,408405472,4201.0661996901035,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.5-mb32-native-grouped-s42.json,complete,A,0.5,24,1024,32,False,grouped,799.0414928644896,41009.13443931109,19.171629905700684,408405472,1029.2232558131218,20119e0d7e8741ecee012249f18e8026523fe06f
deep-A-r0.5-mb4-native-grouped-s42.json,complete,A,0.5,24,1024,4,False,grouped,897.2116131335497,36522.04177093106,7.138288974761963,408405472,1006.7997723817825,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.25-mb1-native-grouped-s42.json,complete,B,0.25,24,1024,1,False,grouped,607.6628770679235,53924.63723267988,3.089094638824463,182601304,562.1295608580112,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.25-mb16-native-grouped-s42.json,complete,B,0.25,24,1024,16,False,grouped,281.1264507472515,116559.64750814391,10.372035503387451,182601304,511.44570112228394,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.25-mb32-liger-grouped-s42.json,complete,B,0.25,24,1024,32,True,grouped,299.2170471698046,109512.47701304109,2.6270785331726074,182601304,3554.081119596958,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.25-mb32-native-grouped-s42.json,complete,B,0.25,24,1024,32,False,grouped,265.24862460792065,123536.93552926675,17.453734397888184,182601304,535.2107882499695,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.25-mb4-native-grouped-s42.json,complete,B,0.25,24,1024,4,False,grouped,344.97583098709583,94986.36443252573,4.545576572418213,182601304,536.2291932106018,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.5-mb1-native-grouped-s42.json,complete,B,0.5,24,1024,1,False,grouped,998.50182980299,32817.16572445371,4.590677261352539,300664408,781.6695868968964,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.5-mb16-native-grouped-s42.json,complete,B,0.5,24,1024,16,False,grouped,586.938189342618,55828.70671981384,11.716456890106201,300664408,749.3140436708927,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.5-mb32-liger-grouped-s42.json,complete,B,0.5,24,1024,32,True,grouped,600.7278505712748,54547.16302928081,4.090945720672607,300664408,3779.6155735850334,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.5-mb32-native-grouped-s42.json,complete,B,0.5,24,1024,32,False,grouped,572.5799575448036,57228.68933139241,18.346922874450684,300664408,716.778539121151,20119e0d7e8741ecee012249f18e8026523fe06f
deep-B-r0.5-mb4-native-grouped-s42.json,complete,B,0.5,24,1024,4,False,grouped,664.7590976208448,49293.04491215231,5.891218662261963,300664408,690.7173730432987,20119e0d7e8741ecee012249f18e8026523fe06f
